Id,SalePrice
1461,105754.56767032959
1462,125566.84467034038
1463,180305.36686727937
1464,190801.7546894402
1465,154934.20751523363
1466,184645.64619898304
1467,176077.14974997184
1468,180250.6143637102
1469,181514.55059546643
1470,114268.67129482528
1471,174589.07204483222
1472,107220.07146709297
1473,105519.44030352622
1474,144361.07923641006
1475,96770.36821975878
1476,260444.53369715446
1477,217280.56287201925
1478,240638.36946500823
1479,229668.26508580046
1480,315078.8010832818
1481,249302.77443197102
1482,184993.25625740338
1483,172017.27462533757
1484,159010.60620086695
1485,191989.9684626688
1486,199215.15585381814
1487,245394.5585902775
1488,221978.85608763652
1489,179122.05145097108
1490,196515.94527788853
1491,193917.11651250388
1492,78499.1358611583
1493,196700.25496074677
1494,246122.25192758723
1495,234612.31569844208
1496,183404.063834038
1497,164427.30478498436
1498,157018.10290862006
1499,161995.8149005332
1500,161503.2752372614
1501,184248.75526013633
1502,151945.54982086705
1503,228867.54933995282
1504,219502.79957342587
1505,203570.33219061774
1506,165710.2428104596
1507,219944.83167191638
1508,180770.0091954363
1509,151040.9616440428
1510,143004.29983217912
1511,127624.23092895957
1512,152857.59289817253
1513,137235.27464283814
1514,152104.0440042965
1515,190667.41677091157
1516,141383.7716394553
1517,151084.4545702674
1518,125957.7937473941
1519,207350.2034673638
1520,108246.55920083141
1521,103537.75144809556
1522,172795.88572522442
1523,85793.10923049577
1524,83826.0560452465
1525,92561.0543642195
1526,77826.86936714857
1527,110057.57088618066
1528,134930.36323326553
1529,120303.46397090901
1530,175254.63428880164
1531,131602.29537517816
1532,80187.51343244597
1533,119367.96365176825
1534,119154.28679817003
1535,145638.1060073937
1536,90610.661461664
1537,95298.48744307832
1538,145502.8839010791
1539,174322.79439041435
1540,91070.19389506087
1541,139876.8035781486
1542,134222.5461603298
1543,164135.65398478313
1544,68639.72471260653
1545,90020.1424075816
1546,134097.6776529638
1547,127853.17996264577
1548,107355.86155215604
1549,115705.18579857382
1550,122495.99195874056
1551,100182.31659090029
1552,131178.18460366846
1553,130531.1931028641
1554,106825.88352348893
1555,151735.43159131662
1556,84218.4110462229
1557,61046.94161715529
1558,79826.3207846142
1559,78915.84292426567
1560,108639.07755332322
1561,120380.54705534667
1562,130634.64348871575
1563,103908.79430412932
1564,152625.95440563004
1565,155855.26101853818
1566,204094.9676484371
1567,77689.36441228694
1568,207875.58147565284
1569,135850.8894974239
1570,138146.3548753858
1571,110346.91754901299
1572,131336.72652113799
1573,203291.88878689043
1574,127045.37038693306
1575,199291.84244734675
1576,227034.16898599724
1577,181049.77496403418
1578,136198.42915577855
1579,136189.12973534956
1580,195332.12467941156
1581,143810.46497726787
1582,121550.06113579952
1583,251424.4564662481
1584,214281.41117636955
1585,140350.9370587325
1586,88594.28391094327
1587,86693.76079590457
1588,118692.29968062609
1589,93129.9838230558
1590,126067.8297985636
1591,70941.25706719312
1592,135360.98710409773
1593,112329.5287922553
1594,122628.65310370491
1595,102098.05059296549
1596,191728.68715159898
1597,176663.10003572344
1598,185576.99313117735
1599,153976.63005025612
1600,160866.9264938002
1601,46335.71225476065
1602,106184.93006793778
1603,61584.71486698956
1604,197250.81983005672
1605,229856.7093888284
1606,153492.35115243073
1607,172185.01829548724
1608,213958.57251802398
1609,177374.30505405823
1610,167834.56606063555
1611,147878.3193174492
1612,172682.78754953406
1613,181744.42593626116
1614,109300.60664289621
1615,73404.72805412456
1616,69790.23842451016
1617,86028.09256067776
1618,119888.7164241514
1619,135596.5576028622
1620,205058.7396119358
1621,145649.74933472028
1622,127555.38713921288
1623,221128.9151707446
1624,203700.188654954
1625,99905.51167927847
1626,180382.4422184051
1627,190111.24849238954
